product_id,date,demand,Description,Group,Brand,CasePerPallet,KgPerCase,ShelfLifeInDays,NetSalesValuePerCase,COGSPerCase,ProfitPerCase,DailyProfit,ShelfLifeLabel,StockMovement,Profitability,Perish,Summer,EventDay
12385000,2019-06-25,19,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,2088100,Long,Fast,A,C3,1,0
12385000,2019-06-26,202,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,22199800,Long,Fast,A,C3,1,0
12385000,2019-06-27,140,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,15386000,Long,Fast,A,C3,1,0
12385000,2019-06-28,178,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,19562200,Long,Fast,A,C3,1,1
12385000,2019-06-29,80,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,8792000,Long,Fast,A,C3,1,0
12385000,2019-06-30,120,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,13188000,Long,Fast,A,C3,1,0
12385000,2019-07-01,196,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,21540400,Long,Fast,A,C3,1,0
12385000,2019-07-02,124,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,13627600,Long,Fast,A,C3,1,0
12385000,2019-07-03,251,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,27584900,Long,Fast,A,C3,1,0
12385000,2019-07-04,161,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,17693900,Long,Fast,A,C3,1,0
12385000,2019-07-05,350,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,38465000,Long,Fast,A,C3,1,0
12385000,2019-07-06,195,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,21430500,Long,Fast,A,C3,1,0
12385000,2019-07-07,439,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,48246100,Long,Fast,A,C3,1,0
12385000,2019-07-08,74,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,8132600,Long,Fast,A,C3,1,0
12385000,2019-07-09,128,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,14067200,Long,Fast,A,C3,1,0
12385000,2019-07-10,179,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,19672100,Long,Fast,A,C3,1,0
12385000,2019-07-11,70,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,7693000,Long,Fast,A,C3,1,0
12385000,2019-07-12,138,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,15166200,Long,Fast,A,C3,1,0
12385000,2019-07-13,153,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,16814700,Long,Fast,A,C3,1,0
12385000,2019-07-14,70,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,7693000,Long,Fast,A,C3,1,0
12385000,2019-07-15,326,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,35827400,Long,Fast,A,C3,1,1
12385000,2019-07-16,397,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,43630300,Long,Fast,A,C3,1,0
12385000,2019-07-17,129,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,14177100,Long,Fast,A,C3,1,0
12385000,2019-07-18,78,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,8572200,Long,Fast,A,C3,1,0
12385000,2019-07-19,30,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,3297000,Long,Fast,A,C3,1,0
12385000,2019-07-20,249,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,27365100,Long,Fast,A,C3,1,0
12385000,2019-07-21,323,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,35497700,Long,Fast,A,C3,1,0
12385000,2019-07-22,64,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,7033600,Long,Fast,A,C3,1,0
12385000,2019-07-23,34,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,3736600,Long,Fast,A,C3,1,0
12385000,2019-07-24,27,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,2967300,Long,Fast,A,C3,1,0
12385000,2019-07-25,254,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,27914600,Long,Fast,A,C3,1,0
12385000,2019-07-26,153,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,16814700,Long,Fast,A,C3,1,0
12385000,2019-07-27,98,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,10770200,Long,Fast,A,C3,1,1
12385000,2019-07-28,181,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,19891900,Long,Fast,A,C3,1,0
12385000,2019-07-29,117,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,12858300,Long,Fast,A,C3,1,0
12385000,2019-07-30,128,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,14067200,Long,Fast,A,C3,1,0
12385000,2019-07-31,294,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,32310600,Long,Fast,A,C3,1,0
12385000,2019-08-01,161,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,17693900,Long,Fast,A,C3,0,0
12385000,2019-08-02,193,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,21210700,Long,Fast,A,C3,0,0
12385000,2019-08-03,227,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,24947300,Long,Fast,A,C3,0,0
12385000,2019-08-04,209,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,22969100,Long,Fast,A,C3,0,0
12385000,2019-08-05,196,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,21540400,Long,Fast,A,C3,0,0
12385000,2019-08-06,211,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,23188900,Long,Fast,A,C3,0,0
12385000,2019-08-07,171,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,18792900,Long,Fast,A,C3,0,0
12385000,2019-08-08,211,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,23188900,Long,Fast,A,C3,0,0
12385000,2019-08-09,142,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,15605800,Long,Fast,A,C3,0,0
12385000,2019-08-10,221,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,24287900,Long,Fast,A,C3,0,0
12385000,2019-08-11,292,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,32090800,Long,Fast,A,C3,0,0
12385000,2019-08-12,83,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,9121700,Long,Fast,A,C3,0,0
12385000,2019-08-13,72,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,7912800,Long,Fast,A,C3,0,0
12385000,2019-08-14,60,MILO Chocolate Malt Cup 18x55g TH,CUP,MILO,270,0.99,730,157000,47100,109900,6594000,Long,Fast,A,C3,0,0
